0,1
2020-04-08 16:06:12+00:00,"""Through our daily situation reports & these regular press briefings, we’ve kept the world informed about the latest data, information & evidence. We’ve held regular briefings with our Member States, to answer their questions & learn from their experiences""-@DrTedros #COVID19"
2020-04-08 16:06:12+00:00,"""Our EPI-WIN team has adapted our advice for individuals & communities, #healthworkers, employers &amp; workers, faith-based organizations &amp; more about how to protect themselves &amp; others""-@DrTedros #COVID19 #coronavirus"
2020-04-08 16:06:11+00:00,"""We activated our global expert networks to tap the world’s leading epidemiologists, clinicians, social-scientists, statisticians, virologists, risk communicators & others""-@DrTedros #COVID19 #coronavirus"
2020-04-08 16:06:11+00:00,""" we’ve worked with numerous partners to provide accurate information &amp; fight the infodemic. We’ve published 50 pieces of technical guidance for the public, #healthworkers &amp; countries, providing evidence-based advice on every element of the #COVID19 response""-@DrTedros"
2020-04-08 15:57:42+00:00,"""To ensure this money is used where it’s needed most, we’ve set up an online portal, to help partners match needs with funds""-@DrTedros #COVID19 #coronavirus"
2020-04-08 15:57:42+00:00,"""That includes more than 140M dollars from more than 229,000 individuals & orgs raised through the #COVID19 Solidarity Response Fund, exceeding all our expectations. I’d like to thank all donors for their support, including @Apple for its contribution of 10M dollars""-@DrTedros"
2020-04-08 15:57:41+00:00,"""We issued a Strategic Preparedness & Response Plan, which identified the major actions countries need to take & the resources needed to carry them out. Govs & partners rose to the challenge. More than 800M dollars has been pledged or received for the response""-@DrTedros #COVID19"
2020-04-08 15:57:41+00:00,"""Through WHO’s network of 6 regional offices & 150 country offices, we’ve worked closely with governments around the world to prepare their health systems for #COVID19 &amp; to respond when cases arrive""-@DrTedros #coronavirus"
2020-04-08 15:57:40+00:00,"""Since then, we have been working day & night in five key areas. we’ve worked to support countries in building their capacity to prepare &amp; respond""-@DrTedros #COVID19 #coronavirus"
2020-04-08 15:53:44+00:00,"""In early February the @UN Crisis Management Team was activated, to coordinate the entire machinery the UN to support countries as effectively as possible""-@DrTedros #COVID19 #coronavirus"
2020-04-08 15:53:04+00:00,"""In February an intl team of experts from , , , , , , , and visited affected provinces in #China to learn more about the #coronavirus, the outbreak and the response, and to glean lessons for the rest of the world""-@DrTedros #COVID19"
2020-04-08 15:50:17+00:00,"""We convened the emergency committee on the 22 Jan & again a week later, after the first human-to-human transmission cases were reported outside &amp; declared a PHEIC, our highest level of alarm. At the time there were 98 cases outside &amp; no deaths""-@DrTedros #COVID19"
2020-04-08 15:48:29+00:00,"""On the same day, we convened our strategic and technical advisory group on infectious hazards to review the situation. We have been engaging with journalists since the beginning, responding to media enquiries around the clock""-@DrTedros #COVID19 #coronavirus"
2020-04-08 15:47:50+00:00,"""On the 10th of January, we issued a comprehensive package of guidance to countries on how to detect, test and manage potential cases, and protect #healthworkers""-@DrTedros #COVID19 #coronavirus"
2020-04-08 15:47:29+00:00,"""On the 5th of January, WHO officially notified all Member States of this new outbreak, and published a disease outbreak news on our website""-@DrTedros #COVID19 #coronavirus"
2020-04-08 15:47:13+00:00,"""On the 1st of January, just hours after we were notified of the first cases, WHO activated its Incident Management Support Team, to coordinate our response at headquarters, regional and country level""-@DrTedros #COVID19 #coronavirus"
2020-04-08 15:46:55+00:00,"""Today I’d like to give an overview of what WHO has done in the past 100 days, and what we will be doing in the near future to alleviate suffering and save lives""-@DrTedros #COVID19 #coronavirus"
2020-04-08 15:46:35+00:00,"""Tomorrow marks 100 days since WHO was notified of the first cases of “pneumonia with unknown cause” in #China. It’s incredible to reflect on how dramatically the world has changed, in such a short period of time""-@DrTedros #COVID19 #coronavirus"
2020-04-08 15:43:35+00:00,Media briefing on #COVID19 with @DrTedros. #coronavirus
2020-04-08 15:42:27+00:00,Media briefing on #COVID19 with @DrTedros. #coronavirus
2020-04-08 15:39:09+00:00,Media briefing on #COVID19 with @DrTedros. #coronavirus
2020-04-08 15:37:34+00:00,"""On the 1st of January, just hours after we were notified of the first cases, WHO activated its Incident Management Support Team, to coordinate our response at headquarters, regional and country level""-@DrTedros #COVID19 #coronavirus"
2020-04-08 15:37:19+00:00,"""Today I’d like to give an overview of what WHO has done in the past 100 days, and what we will be doing in the near future to alleviate suffering and save lives""-@DrTedros #COVID19 #coronavirus"
2020-04-08 15:36:59+00:00,"""Tomorrow marks 100 days since WHO was notified of the first cases of “pneumonia with unknown cause” in #China. It’s incredible to reflect on how dramatically the world has changed, in such a short period of time""-@DrTedros #COVID19 #coronavirus"
2020-04-08 15:35:07+00:00,Media briefing on #COVID19 with @DrTedros. #coronavirus
2020-04-08 07:39:53+00:00,"Spread the word #OpenWHO has free #COVID19 training from WHO experts in 17 languages, with more courses added every week. Sign up today https://bit.ly/3bvlPAO"
2020-04-07 20:54:39+00:00,"During #COVID19, masks should be used as part of a comprehensive package of interventions."
2020-04-07 20:54:29+00:00,"In the community during #COVID19, we recommend the use of medical masks by people who are sick and those who are caring for a sick person at home."
2020-04-07 20:54:20+00:00,"In health care facilities during #COVID19, WHO has provided guidance for the use of medical masks, respirators and other personal protective equipment for #healthworkers."
2020-04-07 20:54:08+00:00,We encourage countries that are considering the use of masks for the general population to study their effectiveness so we can all learn from their experience. #COVID19
2020-04-07 20:53:55+00:00,"If masks are worn, they must be used safely and properly. WHO has advice on how to put on, take off and dispose of masks. #COVID19"
2020-04-07 20:52:35+00:00,"WHO understands that some countries have recommended or are considering the use of both medical & non-medical masks in the general population to prevent #COVID19. On 6 April, WHO issued guidance &amp; criteria for countries to use in making that decision "
2020-04-07 18:04:47+00:00,"To the nurses and midwives of the world: Thank you for working round the clock to fight the #COVID19 pandemic. Thank you for the difference you are making, every day and everywhere. Happy #WorldHealthDay 2020, a day that we dedicate to YOU! http://bit.ly/SupportNursesAndMidwives"
2020-04-07 17:42:57+00:00,Let’s remember that 2020 also marks the 1st ever International Year of the Nurse and Midwife. Help us spread the word and make the #WorldHealthDay extra special in this very special year! #SupportNursesAndMidwives
2020-04-07 17:01:35+00:00, #ThanksHealthHeroes #WorldHealthDay
2020-04-07 16:13:59+00:00,"Nurses rely on masks, goggles, gowns & gloves to protect themselves from the #coronavirus. On #WorldHealthDay , let’s reflect on what individual action we can take to support frontline health workers."
2020-04-07 15:32:11+00:00,"#SupportNursesAndMidwives: Investing in nursing leadership is vital for strengthening the workforce as a whole. Without this countries cannot win the battle against pandemics, or achieve the #GlobalGoals &amp; universal health coverage by 2030 http://bit.ly/NursingReport2020 #WorldHealthDay"
2020-04-07 15:13:01+00:00,Thank you @Twitter users for all your questions on #COVID19 in the past few weeks. Here are some answers. #WorldHealthDay
2020-04-07 13:47:57+00:00,Happy #WorldHealthDay! Nurses and midwives are already advocates &amp; innovators in their: communities clinics hospitals health care system But they must be properly valued &amp; represented in health leadership roles. #SupportNursesAndMidwives
2020-04-07 12:57:09+00:00,"""To every nurse and midwife, I say thank you, from the bottom of my heart. You have our deep admiration, respect and gratitude""-@DrTedros #ThanksHealthHeroes #WorldHealthDay"
2020-04-07 12:56:52+00:00,"""We are committed to working with all countries to ensure that nurses & midwives receive: -the training they need -the recognition they deserve -decent conditions & salaries for their work""-@DrTedros #SupportNursesAndMidwives #WorldHealthDay"
2020-04-07 12:55:57+00:00,"""We’re calling on countries with shortages of nurses to increase the number of nurses they graduate by an average of 8% each year & to implement measures to improve the employment & retention of nurses in the health system""-@DrTedros #SupportNursesAndMidwives #WorldHealthDay"
2020-04-07 12:55:10+00:00,"""Although the number of nurses increased by 4.7M between 2013 &amp; 2018, the world is facing a global shortfall of 5.9M nurses, especially in Africa, South East Asia, the Eastern Mediterranean &amp; some parts of Latin America""-@DrTedros #SupportNursesAndMidwives #WorldHealthDay"
